0.710385	2.96033	23.8775	114.762	175.388	184.354	167.582	220.936	197.266	5.2806	30.6843	35.0657	89.7946	17.1996	61.2359	583.597	247.357	3.14103	8.58328	3.14085	8.93325	3.14073	8.06591	6.28209	6.79677	3.14124	5.02411	3.14135	4.33325	-0.000778771	2.34643	
0.731154	91.5973	158.605	24.2246	87.1884	1.98691	17.4365	31.2007	78.8905	324.719	208.908	167.813	150.028	161.296	139.684	797.391	327.206	-0.00239163	2.1922	3.14267	2.31025	6.27679	10.9195	-0.0010608	1.41024	-3.14373	3.02031	-6.27785	10.0105	3.14159	0.638742	
0.751923	214.406	190.86	10.6113	52.641	9.52498	33.6369	7.96992	37.0693	260.277	210.99	172.256	206.382	27.6754	112.463	706.088	274.654	0.0068822	3.11505	3.14314	5.72053	3.14143	3.03131	-0.000144137	0.784387	-3.14328	5.40931	-3.14157	2.9576	0.00228284	2.63775	
0.772692	268.392	266.762	0.485673	11.1359	256.637	199.585	81.5023	116.797	135.005	173.321	0.0312724	33.7343	0.0862929	92.7298	742.896	221.755	-2.69147	0.819361	-1.49016	12.3224	0.42109	0.476657	-1.44772	0.737021	0.0424419	12.7244	-1.86881	0.614028	-3.14159	43.489	
0.793462	250.289	256.243	80.8064	117.205	39.5432	106.372	114.441	209.189	84.2369	109.293	24.4664	55.4404	205.74	222.572	801.95	208.365	2.41653	0.785924	0.443974	0.949555	0.805973	0.964087	0.25978	0.785507	-0.184194	0.921431	-0.546193	0.979442	0	5.07553	
0.814231	379.122	214.052	45.4018	71.2254	43.804	55.0149	28.4119	56.9415	673.065	216.566	16.1986	81.8689	33.6538	112.573	1213.06	282.499	0.000481491	1.66326	-3.13829	1.7625	-0.00115945	1.44753	-0.00019223	0.49726	3.1381	1.77674	0.000967222	1.27274	-3.14159	2.57178	
0.835	124.272	480.194	88.6846	324.296	238.8	417.111	98.348	364.022	310.876	309.719	675.982	360.988	334.88	524.291	1871	363.137	1.60996	2.60542	-1.42834	2.35025	0.134988	2.75044	0.516029	2.02082	1.94437	1.28103	0.381041	1.43043	1.94286	0.545793	
0.855769	245.682	524.787	91.2239	243.873	228.048	333.867	165.61	212.279	235.639	236.549	607.303	365.409	295.103	417.543	1868.37	312.873	1.3657	1.12127	1.61076	1.21044	1.66765	0.681718	0.716748	0.725818	-0.894012	1.14604	-0.950902	0.656427	-1.71144	0.371267	
0.876538	1005.61	1298.72	439.698	1181.53	755.782	537.836	132.058	301.141	507.74	314.168	423.82	459.987	249.476	481.98	3502.09	459.635	1.70106	0.839063	3.9174	0.418839	4.70037	0.496978	-0.549604	0.426766	-4.467	0.630159	-5.24997	0.368262	0	3.99323	
0.897308	1204.31	618.427	187.568	250.973	91.7609	157.823	329.294	323.52	936.085	350.961	41.9439	113.579	535.067	486.712	3322.87	452.972	2.19008	0.396345	4.52637	1.02369	0.772364	0.685077	0.842624	0.297782	-3.68374	0.891133	0.0702599	0.765575	0.0037352	4.58374	
